name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_score,was_home,yellow_cards,shots_on_target
West Ham United,377,1,1,44,259,9,1,320,9,10,90,1,2,14,0,0,0,61,0,32,0,17,7,5,3,1,0,5
Burnley,463,0,0,38,369,5,1,319,9,7,90,2,4,19,0,0,0,69,0,32,2,20,7,6,2,0,3,4
Huddersfield Town,337,2,2,53,223,7,1,317,10,4,90,1,2,13,0,0,0,60,0,32,2,15,15,2,0,0,4,0
AFC Bournemouth,424,2,1,49,334,9,0,318,6,10,0,4,4,18,0,0,0,60,0,32,3,18,11,4,2,0,0,6
Arsenal,647,2,2,23,548,10,0,311,9,16,90,3,4,15,0,0,0,64,0,32,2,11,6,8,3,1,1,11
Crystal Palace,307,3,3,42,193,16,1,314,6,3,87,1,0,10,0,0,0,87,0,32,4,16,14,3,1,1,2,3
Watford,420,0,0,26,317,9,1,318,16,7,90,3,2,2,1,0,0,68,0,32,4,20,9,4,2,1,4,5
Liverpool,661,2,0,33,551,9,1,314,8,14,5,1,4,6,1,0,0,77,0,32,2,24,8,4,2,0,2,6
Everton,200,2,2,41,133,4,0,315,10,5,0,2,4,11,0,0,0,38,0,32,1,6,9,4,1,1,0,2
Leicester City,448,1,0,47,340,7,1,312,13,5,0,1,2,3,1,0,1,61,1,32,3,11,7,2,2,0,4,4
West Bromwich Albion,414,0,1,33,300,5,0,319,12,6,90,2,8,4,0,0,0,65,0,32,2,9,8,3,1,1,1,3
Manchester City,975,2,0,16,903,9,0,315,8,16,0,3,4,7,0,0,0,50,0,32,1,13,3,8,3,0,0,4
Newcastle United,586,3,3,42,467,4,0,317,9,12,0,3,3,8,0,0,0,76,0,32,0,22,6,9,1,1,1,3
Manchester United,744,3,3,28,675,9,0,316,5,10,74,5,2,16,0,0,0,54,0,32,2,14,12,4,2,1,0,5
Southampton,402,0,0,39,292,11,0,320,16,9,90,0,3,20,0,0,0,60,0,32,2,19,11,5,0,0,3,0
Swansea City,364,0,0,40,288,3,0,316,13,2,90,1,2,12,0,0,0,48,0,32,3,15,7,0,0,0,0,2
Tottenham,527,1,0,52,434,10,0,313,11,8,0,3,2,5,0,0,0,74,0,32,3,27,15,3,3,0,1,6
Chelsea,494,1,0,38,384,11,0,313,4,10,90,4,4,17,0,0,0,72,0,32,3,20,17,7,1,1,0,4
Brighton,379,2,3,30,275,11,0,312,11,11,0,6,3,9,0,1,0,71,0,32,2,14,4,7,0,1,2,3
Stoke City,273,0,0,36,178,6,1,311,13,7,0,3,1,1,2,0,0,55,0,32,8,16,3,4,0,0,2,2
