name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,element,errors_leading_to_goal_attempt,fixture,fouls,id,key_passes,minutes,offside,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,transfers_in,yellow_cards
Aaron_Cresswell,296,1,1,36,199,6,443,0,341,9,822387,9,90,1,1,0,0,0,58,0,35,4,4,3,4,1,4,97701,2
Aaron_Lennon,422,0,0,42,296,3,153,0,348,5,576047,12,78,0,15,0,0,0,66,0,35,2,18,4,5,1,1,233973,1
Aaron_Ramsey,631,2,1,27,553,10,18,0,341,11,655338,16,90,1,20,0,0,0,62,0,35,3,10,2,8,1,4,486307,3
Aaron_Wan-Bissaka,341,0,0,57,240,16,579,0,349,13,757286,3,0,1,18,0,0,0,67,0,35,5,27,5,3,0,0,426157,5
Abdoulaye_Doucouré,355,0,0,38,248,5,414,0,349,17,800255,8,90,0,6,0,0,0,79,0,35,1,16,7,10,0,0,50035,3
Adam_Lallana,584,2,1,41,492,14,228,1,350,5,656934,7,0,2,19,0,0,0,49,0,35,4,15,8,4,2,2,634777,1
Ademola_Lookman,476,1,1,59,366,9,157,0,345,10,656340,6,0,4,13,0,0,0,71,0,35,2,18,6,5,0,1,152344,2
Ahmed El-Sayed_Hegazi,344,0,0,34,243,11,468,1,350,12,640484,7,90,1,10,0,0,0,64,0,35,1,11,4,6,2,2,41176,0
Aleksandar_Kolarov,1015,3,2,21,942,17,243,0,347,6,558497,13,0,4,16,0,1,0,58,0,35,1,11,8,4,0,5,1240246,0
Aleksandar_Mitrovic,362,0,1,52,229,9,303,0,345,11,658590,7,0,1,7,0,0,0,73,0,35,0,11,9,4,0,1,308985,1
Alfie_Mawson,202,0,0,43,140,10,357,1,347,8,639393,2,90,1,11,1,0,1,49,0,35,7,14,3,2,0,5,58892,1
Bojan_Krkic Perez,324,1,1,50,185,9,344,0,348,15,699727,8,0,2,4,0,0,0,63,0,35,6,8,9,4,1,1,86190,
