name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,was_home,yellow_cards
Aaron_Cresswell,20,0,0,4,14,1,0,360,1,0,90,0,1,17,0,0,0,6,0,36,0,3,0,0,0,1,True,0
Aaron_Lennon,0,0,0,0,0,0,0,359,0,0,0,0,0,16,0,0,0,0,0,36,0,0,0,0,0,1,False,0
Aaron_Ramsey,60,0,1,1,53,2,0,351,0,1,90,0,0,11,0,0,0,6,0,36,0,2,1,0,0,2,True,0
Aaron_Ramsey,55,1,0,2,48,0,0,257,2,1,90,0,0,13,0,0,0,6,0,36,0,0,1,2,2,0,False,0
Aaron_Wan-Bissaka,0,0,0,0,0,0,0,358,0,0,0,0,0,10,0,0,0,0,0,36,0,0,0,0,0,5,False,0
Abdoulaye_Doucouré,85,0,0,4,73,1,0,356,2,3,90,0,0,8,0,0,0,13,0,36,0,2,1,0,0,3,False,0
Abdul Rahman_Baba,0,0,0,0,0,0,0,354,0,0,0,0,0,12,0,0,0,0,0,36,0,0,0,0,0,3,True,0
Abel_Hernández,18,0,0,0,15,1,0,355,0,2,90,0,0,15,0,0,0,3,0,36,0,1,2,1,2,0,True,0
Adama_Diomande,0,0,0,0,0,0,0,355,0,0,0,0,0,15,0,0,0,0,0,36,0,0,0,0,2,0,True,0
Adama_Traoré,8,0,0,0,6,0,0,354,1,0,56,0,1,4,0,0,0,4,0,36,0,3,0,0,0,3,False,0
Adam_Clayton,69,0,0,6,64,0,0,354,3,0,90,0,0,4,0,0,0,4,0,36,0,0,3,0,0,3,False,0
Adam_Federici,0,0,0,0,0,0,0,352,0,0,0,0,0,14,0,0,0,0,0,36,0,0,0,0,2,2,True,0
Adam_Forshaw,17,0,0,0,16,1,0,354,2,0,55,0,0,4,0,0,0,2,0,36,0,1,0,0,0,3,False,0
Adam_Lallana,18,0,0,2,13,0,0,357,0,1,22,0,0,13,0,0,0,5,0,36,0,2,0,0,0,0,True,0
Adam_Matthews,0,0,0,0,0,0,0,355,0,0,0,0,0,7,0,0,0,0,0,36,0,0,0,0,2,0,False,0
Adam_Reach,0,0,0,0,0,0,0,354,0,0,0,0,0,4,0,0,0,0,0,36,0,0,0,0,0,3,False,0
Adam_Smith,55,1,0,6,46,1,0,352,1,2,90,0,1,14,0,0,0,6,0,36,0,1,1,1,2,2,True,0
Ademola_Lookman,0,0,0,0,0,0,0,359,0,0,0,0,0,16,0,0,0,0,0,36,0,0,0,0,0,1,False,0
Adlène_Guédioura,0,0,0,0,0,0,0,354,0,0,0,0,0,4,0,0,0,0,0,36,0,0,0,0,0,3,False,0
Adnan_Januzaj,0,0,0,0,0,0,0,355,0,0,0,0,0,7,0,0,0,0,0,36,0,0,0,0,2,0,False,0
Adrian_Mariappa,36,0,0,16,31,1,0,356,0,1,90,0,0,8,0,0,0,2,0,36,0,0,0,0,0,3,False,0
Adrián_San Miguel del Castillo,27,0,0,0,9,0,0,360,0,0,90,0,0,17,0,0,0,9,0,36,5,0,0,0,0,1,True,0
Ahmed_Elmohamady,47,0,0,3,32,0,0,355,2,1,85,0,1,15,0,0,0,7,0,36,0,2,0,0,2,0,True,1
Ahmed_Musa,0,0,0,0,0,0,0,356,0,0,0,0,0,18,0,0,0,0,0,36,0,0,0,0,0,3,True,0
Aiden_O'Neill,0,0,0,0,0,0,0,353,0,0,0,0,0,19,0,0,0,0,0,36,0,0,0,0,2,2,True,0
Ainsley_Maitland-Niles,0,0,0,0,0,0,0,351,0,0,0,0,0,11,0,0,0,0,0,36,0,0,0,0,0,2,True,0
Ainsley_Maitland-Niles,0,0,0,0,0,0,0,257,0,0,0,0,0,13,0,0,0,0,0,36,0,0,0,0,2,0,False,0
Alberto_Moreno,0,0,0,0,0,0,0,357,0,0,0,0,0,13,0,0,0,0,0,36,0,0,0,0,0,0,True,0
Albert_Adomah,0,0,0,0,0,0,0,354,0,0,0,0,0,4,0,0,0,0,0,36,0,0,0,0,0,3,False,0
Aleix_García Serrano,0,0,0,0,0,0,0,358,0,0,0,0,0,5,0,0,0,0,0,36,0,0,0,0,0,5,True,0
Aleksandar_Kolarov,0,0,0,0,0,0,0,358,0,0,0,0,0,5,0,0,0,0,0,36,0,0,0,0,0,5,True,0
Alexander_Manninger,0,0,0,0,0,0,0,357,0,0,0,0,0,13,0,0,0,0,0,36,0,0,0,0,0,0,True,0
Alexis_Sánchez,60,1,0,0,47,2,0,351,1,1,90,0,0,11,0,0,0,6,0,36,0,6,0,0,0,2,True,0
Alexis_Sánchez,43,0,0,1,33,8,0,257,0,0,90,0,0,13,0,0,0,6,0,36,0,4,0,0,2,0,False,0
Alex_Baptiste,0,0,0,0,0,0,0,354,0,0,0,0,0,4,0,0,0,0,0,36,0,0,0,0,0,3,False,0
Alex_Bruce,0,0,0,0,0,0,0,355,0,0,0,0,0,15,0,0,0,0,0,36,0,0,0,0,2,0,True,0
Alex_Iwobi,0,0,0,0,0,0,0,351,0,0,0,0,0,11,0,0,0,0,0,36,0,0,0,0,0,2,True,0
Alex_Iwobi,0,0,0,0,0,0,0,257,0,0,0,0,0,13,0,0,0,0,0,36,0,0,0,0,2,0,False,0
Alex_McCarthy,0,0,0,0,0,0,0,357,0,0,0,0,0,9,0,0,0,0,0,36,0,0,0,0,0,0,False,0
Alex_McCarthy,0,0,0,0,0,0,0,257,0,0,0,0,0,1,0,0,0,0,0,36,0,0,0,0,2,0,True,0
Alex_Oxlade-Chamberlain,23,1,0,2,19,2,0,351,5,2,83,0,1,11,0,0,0,3,0,36,0,3,1,0,0,2,True,0
Alex_Oxlade-Chamberlain,19,0,0,1,17,0,0,257,0,1,35,0,1,13,0,0,0,3,0,36,0,1,1,0,2,0,False,0
Alex_Palmer,0,0,0,0,0,0,0,353,0,0,0,0,0,3,0,0,0,0,0,36,0,0,0,0,2,2,False,0
Alex_Pike,0,0,0,0,0,0,0,360,0,0,0,0,0,17,0,0,0,0,0,36,0,0,0,0,0,1,True,0
Alex_Pritchard,0,0,0,0,0,0,0,360,0,0,0,0,0,20,0,0,0,0,0,36,0,0,0,0,0,1,False,0
Alfie_Mawson,24,0,1,17,17,0,0,359,0,0,90,0,0,6,0,0,0,3,0,36,0,0,1,0,0,1,True,0
Alfred_N'Diaye,45,0,1,0,40,0,1,355,1,0,76,0,0,15,0,0,0,1,0,36,0,2,1,0,2,0,True,0
Allan-Roméo_Nyom,14,0,0,0,11,0,0,353,1,0,40,0,0,3,0,0,0,2,0,36,0,1,0,0,2,2,False,1
Allan_McGregor,0,0,0,0,0,0,0,355,0,0,0,0,0,15,0,0,0,0,0,36,0,0,0,0,2,0,True,0
Almen_Abdi,0,0,0,0,0,0,0,356,0,0,0,0,0,8,0,0,0,0,0,36,0,0,0,0,0,3,False,0
Ander_Herrera,38,0,0,2,29,1,0,351,2,0,62,0,0,1,0,0,0,4,0,36,0,0,0,0,0,2,False,0
Andreas_Pereira,0,0,0,0,0,0,0,351,0,0,0,0,0,1,0,0,0,0,0,36,0,0,0,0,0,2,False,0
Andrea_Ranocchia,45,0,1,4,37,0,0,355,0,0,90,0,0,15,0,0,0,4,0,36,0,0,1,0,2,0,True,0
