name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_a_score,team_h_score,was_home,yellow_cards
Aaron_Cresswell,7,0,0,6,6,0,0,346,0,1,45,0,1,14,0,0,0,3,0,35,0,0,0,0,0,0,False,0
Aaron_Lennon,0,0,0,0,0,0,0,342,0,0,0,0,0,4,0,0,0,0,0,35,0,0,0,0,3,0,True,0
Aaron_Ramsey,39,0,0,2,31,1,0,348,1,2,90,1,1,17,0,0,0,7,0,35,0,3,0,1,0,2,False,0
Aaron_Wan-Bissaka,0,0,0,0,0,0,0,341,0,0,0,0,0,3,0,0,0,0,0,35,0,0,0,0,2,0,True,0
Abdoulaye_Doucouré,58,0,0,3,47,3,0,349,0,1,90,0,0,9,0,0,0,11,0,35,0,1,0,0,1,0,True,0
Abdul Rahman_Baba,0,0,0,0,0,0,0,342,0,0,0,0,0,6,0,0,0,0,0,35,0,0,0,0,3,0,False,0
Abel_Hernández,0,0,0,0,0,0,0,345,0,0,0,0,0,13,0,0,0,0,0,35,0,0,0,0,0,0,False,0
Adama_Diomande,0,0,0,0,0,0,0,345,0,0,0,0,0,13,0,0,0,0,0,35,0,0,0,0,0,0,False,0
Adama_Traoré,3,0,0,1,3,0,0,344,1,1,18,0,0,10,0,0,0,3,0,35,0,0,1,0,2,2,True,0
Adam_Clayton,21,0,0,5,19,1,0,344,2,0,90,0,0,10,0,0,0,7,0,35,0,1,0,0,2,2,True,0
Adam_Federici,0,0,0,0,0,0,0,347,0,0,0,0,0,15,0,0,0,0,0,35,0,0,0,0,1,0,False,0
Adam_Forshaw,24,0,0,4,20,0,0,344,1,2,90,0,0,10,0,0,0,3,0,35,0,0,0,0,2,2,True,1
Adam_Lallana,48,0,1,0,42,4,0,349,0,1,74,0,0,18,0,0,0,2,0,35,0,2,0,1,1,0,False,0
Adam_Matthews,0,0,0,0,0,0,0,347,0,0,0,0,0,2,0,0,0,0,0,35,0,0,0,0,1,0,True,0
Adam_Reach,0,0,0,0,0,0,0,344,0,0,0,0,0,10,0,0,0,0,0,35,0,0,0,0,2,2,True,0
Adam_Smith,53,0,0,2,47,1,0,347,0,4,90,1,1,15,0,0,0,4,0,35,0,2,2,0,1,0,False,0
Ademola_Lookman,0,0,0,0,0,0,0,342,0,0,0,0,0,4,0,0,0,0,0,35,0,0,0,0,3,0,True,0
Adlène_Guédioura,0,0,0,0,0,0,0,344,0,0,0,0,0,10,0,0,0,0,0,35,0,0,0,0,2,2,True,0
Adnan_Januzaj,0,0,0,0,0,0,0,347,0,0,0,0,0,2,0,0,0,0,0,35,0,0,0,0,1,0,True,0
Adrian_Mariappa,35,0,0,11,27,0,0,349,2,0,90,1,0,9,0,0,0,7,0,35,0,1,4,0,1,0,True,0
