name,attempted_passes,big_chances_created,big_chances_missed,clearances_blocks_interceptions,completed_passes,dribbles,errors_leading_to_goal_attempt,fixture,fouls,key_passes,minutes,offside,open_play_crosses,opponent_team,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,tackled,tackles,target_missed,team_score,was_home,yellow_cards,shots_on_target
West Ham United,449,1,3,33,345,10,1,115,8,6,90,3,1,10,0,0,0,66,0,12,6,19,5,4,1,0,1,3
Burnley,301,0,0,50,191,4,1,116,10,3,90,2,3,11,0,0,0,55,0,12,4,12,5,3,0,0,0,1
Huddersfield Town,354,2,2,40,258,4,0,115,9,10,90,7,2,19,0,0,0,67,0,12,2,17,8,7,1,1,1,7
Arsenal,733,1,1,13,635,9,2,111,9,5,15,1,2,20,0,0,0,72,0,12,4,19,8,3,1,1,2,3
Crystal Palace,303,0,1,45,201,4,1,114,12,5,90,4,2,17,0,0,0,67,0,12,1,19,7,6,0,1,1,4
Watford,421,1,2,28,303,4,0,120,13,9,90,4,2,16,0,0,0,50,0,12,3,18,2,3,1,0,2,6
Fulham,264,0,1,52,185,4,0,117,9,5,0,5,0,12,0,0,0,54,0,12,5,16,5,4,0,0,1,3
Wolves,291,3,2,58,207,7,0,111,16,12,15,2,0,1,0,0,0,70,0,12,2,13,5,6,1,0,2,5
Liverpool,726,3,1,22,632,7,0,117,11,14,0,2,3,9,0,0,0,61,0,12,3,15,8,7,2,1,1,7
AFC Bournemouth,505,3,3,55,401,4,0,119,11,9,29,2,3,15,0,0,0,57,0,12,5,18,5,5,1,0,1,4
Everton,311,1,1,40,234,7,0,113,11,6,26,7,3,6,0,0,0,61,0,12,4,19,6,3,0,0,3,1
Leicester City,479,2,2,25,377,8,1,116,13,16,0,1,8,4,0,0,0,64,0,12,1,11,4,9,0,1,2,4
Manchester United,380,0,0,41,319,2,1,118,12,4,17,0,1,13,0,0,0,51,0,12,2,13,6,1,1,0,1,1
Southampton,306,2,1,56,209,6,0,120,13,10,90,4,1,18,0,0,0,56,0,12,5,12,9,6,1,1,3,4
Cardiff City,472,0,0,17,363,4,0,112,7,12,0,0,1,3,0,0,0,72,0,12,2,14,4,9,2,1,2,5
Tottenham,584,1,1,44,486,7,0,114,9,7,0,1,5,7,0,0,0,57,0,12,4,21,7,6,1,0,1,2
Brighton,314,1,0,49,200,8,0,112,21,6,0,0,2,5,0,0,0,64,1,12,3,13,4,2,1,0,1,3
Chelsea,688,3,3,19,615,6,0,113,7,14,0,5,2,8,0,0,0,60,0,12,1,21,8,7,0,1,4,4
Manchester City,704,2,0,23,643,9,0,118,12,16,0,0,3,14,1,0,0,57,0,12,0,19,12,6,3,1,1,5
Newcastle United,322,4,3,54,221,3,0,119,9,11,90,2,3,2,0,0,0,61,0,12,3,16,10,8,2,1,2,7
